,left_context,right_context,value,Area,Theme Converted Areas,IGNORE_THIS,group,new_group,the_cutoff,SUMMARIZING_QUESTION,OVERALL PROGRESS,SUMMARIZING_RATIO,NUMBER OF ROWS,NUMBER UN-SUMMARIZED,,
14773,,,Does your organization have access to a line of credit,"Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,282,,0.44,&&&,,,,,,
14774,,,Does your organization have a Board Designated Reserve,"Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,283,,0.44,&&&,,,,,,
14775,,,Does your organization have an Operating Reserve,"Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,283,,0.44,&&&,,,,,,
14776,,,Does your organization have an approach to creating an inclusive workplace? Please select yes or no,"Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,284,,0.44,&&&,,,,,,
14777,,,Does your organization have a nondiscrimination policy that aligns with <REDACTED> Foundation's nondiscrimination requirement,"Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,284,,0.44,&&&,,,,,,
14779,,,Was your organization formed in the last two years,"Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,285,,0.44,&&&,,,,,,
14780,,,Did your organization have an operating deficit in the previous year,"Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,285,,0.44,&&&,,,,,,
14781,,,"Has your organization had any instances of fraud, malfeasance, or
    financial mismanagement within the last five years","Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,286,,0.44,&&&,,,,,,
14782,,,"Has your organization had any instances of fraud, malfeasance, or
    financial mismanagement within the last five years? 

If yes, describe
    how it was managed.","Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,286,,0.44,&&&,,,,,,
14784,,,YOUR ORGANIZATION'S STORY,Biographical and Organizational info,Organizational Biographical and General Information,,287,,0.44,&&&,,,,,,
14785,,,Your Organization's Leadership,Biographical and Organizational info,Organizational Biographical and General Information,,287,,0.44,&&&,,,,,,
14786,,,Your Organization's Information,Biographical and Organizational info,Organizational Biographical and General Information,,287,,0.44,&&&,,,,,,
14787,,,FINANCIAL SITUATION OF YOUR ORGANISATION,"Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,288,,0.44,&&&,,,,,,
14788,WRITTEN PORTION: We would like to you complete a second stage application. The proposal should be a maximum of _four sides of A4 paper_. We ask you to use the following headings.,"Please give a brief description of your organisation, detailing the activities and services that you provide and how your work has national significance. Briefly explain the difference your work makes. This can be from, for example, reviews, awards and other feedback, case studies, statistics or your contribution to changes in policy and/or practice.",YOUR ORGANISATION,What You Do,What the Organization Does,,288,,0.44,&&&,,,,,,
14789,,,Legal status of your organisation,Biographical and Organizational info,Organizational Biographical and General Information,,288,,0.44,&&&,,,,,,
14795,,,SBAC English Language Arts: Reading Claim (third to fifth grade) data,Partnership and Community,Collaborative Partnerships and Community Support,,294,,0.44,&&&,,,,,,
14796,,,SBAC English Language Arts and math proficiency (third to eighth grade) data,Partnership and Community,Collaborative Partnerships and Community Support,,294,,0.44,&&&,,,,,,
14797,,,Outcomes Measurement and Assessment,"Data handling, overview, and reporting","Data Handling, Overview, Measurement, Evaluation and Reporting",,295,,0.44,&&&,,,,,,
14798,,,MEASURING PROGRESS ON ACTIVITIES AND OUTCOMES,"Data handling, overview, and reporting","Data Handling, Overview, Measurement, Evaluation and Reporting",,295,,0.44,&&&,,,,,,
14799,,,Outcomes and Measures of Progress Chart,"Data handling, overview, and reporting","Data Handling, Overview, Measurement, Evaluation and Reporting",,295,,0.44,&&&,,,,,,
14800,Program details,,Describe the measurement tools and methods you will use to measure your outcomes.,"Data handling, overview, and reporting","Data Handling, Overview, Measurement, Evaluation and Reporting",,296,,0.44,&&&,,,,,,
14801,,,Describe the measurement tools and methods,"Data handling, overview, and reporting","Data Handling, Overview, Measurement, Evaluation and Reporting",,296,,0.44,&&&,,,,,,
14802,,,Describe the measurement tools and methods you will use to measure,"Data handling, overview, and reporting","Data Handling, Overview, Measurement, Evaluation and Reporting",,296,,0.44,&&&,,,,,,
14803,,What are your criteria for success? How will you demonstrate successful completion of this project?,CRITERIA FOR SUCCESS,"Data handling, overview, and reporting","Data Handling, Overview, Measurement, Evaluation and Reporting",,297,,0.44,&&&,,,,,,
14805,,,"How does this measure of success inform and/or influence the
  organization",What You Do,What the Organization Does,,298,,0.44,&&&,,,,,,
14806,,,"What is the organization’s definition of success? Who helped determine
  this definition of success",What You Do,What the Organization Does,,298,,0.44,&&&,,,,,,
14808,,,"What do you want to accomplish, and how will you know you are
    successful",What You Do,What the Organization Does,,299,,0.44,&&&,,,,,,
14809,,,"What kind of information will inform this measure of success and how
  do you plan to collect it","Data handling, overview, and reporting","Data Handling, Overview, Measurement, Evaluation and Reporting",,300,,0.44,&&&,,,,,,
14810,,,What kind of information will inform this measure of success and how do you plan to collect,"Data handling, overview, and reporting","Data Handling, Overview, Measurement, Evaluation and Reporting",,300,,0.44,&&&,,,,,,
14811,,,What Metrics Will you Use to Measure Project Success,"Data handling, overview, and reporting","Data Handling, Overview, Measurement, Evaluation and Reporting",,301,,0.44,&&&,,,,,,
14812,,,"How will you know if your initiative is successful? What specific
    metrics will you use to assess success","Data handling, overview, and reporting","Data Handling, Overview, Measurement, Evaluation and Reporting",,301,,0.44,&&&,,,,,,
14813,,,"How would you define and measure success? Please provide three to five
specific quantitative measures that you would report to us that would show your
Page 1 of 3
project has achieved your stated objectives","Data handling, overview, and reporting","Data Handling, Overview, Measurement, Evaluation and Reporting",,301,,0.44,&&&,,,,,,
14814,,,How will you measure success,"Data handling, overview, and reporting","Data Handling, Overview, Measurement, Evaluation and Reporting",,301,,0.44,&&&,,,,,,
14818,,,"How will you measure progress on the expected outcomes throughout the course of
this grant? Please provide a list of performance indicators and target dates for those
indicators","Data handling, overview, and reporting","Data Handling, Overview, Measurement, Evaluation and Reporting",,305,,0.44,&&&,,,,,,
14819,Applicant-Specific Outcomes (Optional),,"What anticipated additional short-term measurable outcomes will be achieved by this grant? 

How will you track and measure these outcomes?","Data handling, overview, and reporting","Data Handling, Overview, Measurement, Evaluation and Reporting",,305,,0.44,&&&,,,,,,
14807,,,"What information will you use to know if you have achieved your
      goals and objectives","Data handling, overview, and reporting","Data Handling, Overview, Measurement, Evaluation and Reporting",,299,,0.44,&&&,,,,,,
14653,,,Please describe your organization or project goals,What You Do,What the Organization Does,,217,,0.44,&&&,,,,,,
14651,,,"WHAT ARE THE ORGANIZATION'S MAJOR GOALS FOR THIS
  PROJECT?",What You Do,What the Organization Does,,216,,0.44,&&&,,,,,,
14654,,,What goal(s) of your organization does this project fall under,What You Do,What the Organization Does,,217,,0.44,&&&,,,,,,
14655,,,Describe your goals and objectives for this project,What You Do,What the Organization Does,,217,,0.44,&&&,,,,,,
14656,"In addition to general questions about the organization applying for funds (address, application contact information, mission statement, etc.), the application for Flexible Support will ask respondents to detail the following:",,"2.  GOALS - What are your organization’s or program’s goals related to improving the lives of older adults?

a.  INFO/HELP BOX: If awarded funding, grantee is required to provide a final report at the end of the grant period that describes what progress was made toward the stated goals, any lessons learned, and how <REDACTED> Initiative funds contributed.",What You Do,What the Organization Does,,218,,0.44,&&&,,,,,,
14657,,,"Describe your organization's goals and objectives and the timeframe
    for achieving them. Describe how general operating dollars will help
    you achieve these goals",What You Do,What the Organization Does,,218,,0.44,&&&,,,,,,
14658,PROJECT GOALS AND OBJECTIVES,,Please outline the project goals and objectives,What You Do,What the Organization Does,,219,,0.44,&&&,,,,,,
14659,,,"Describe the goals and objectives of the project and the timeframe
    for achieving them",What You Do,What the Organization Does,,219,,0.44,&&&,,,,,,
14821,QUESTIONS ABOUT YOUR PLAN,,Please tell us what outcomes you hope your project will achieve in the next 2-years and how you assess whether you are achieving your goals.,What You Do,What the Organization Does,,307,,0.44,&&&,,,,,,
14874,Activities,,Tell us what you are going to do to make progress toward the goals you named above.,What You Do,What the Organization Does,,344,,0.44,&&&,,,,,,
14875,_Proposal Objectives_,,"What specific goals and objectives do you hope to achieve? 
How does this work address some of the root causes articulated above?",What You Do,What the Organization Does,,344,,0.44,&&&,,,,,,
14876,Project Narrative,,"What are your specific goals, and what are your strategies to reach those goals?",What You Do,What the Organization Does,,345,,0.44,&&&,,,,,,
14877,,,How do you achieve your stated goals and objectives,What You Do,What the Organization Does,,345,,0.44,&&&,,,,,,
14931,,,"Describe the challenge or opportunity that this proposal seeks
    to address. Include how you will address the problem, the goals and
    objectives, and expected outcomes",What You Do,What the Organization Does,,389,,0.44,&&&,,,,,,
